feature_name;feature_rank;method;dataset
season;6.0;elastic_net;bike
yr;5.0;elastic_net;bike
mnth;12.0;elastic_net;bike
hr;1.0;elastic_net;bike
holiday;9.0;elastic_net;bike
weekday;10.0;elastic_net;bike
workingday;11.0;elastic_net;bike
weathersit;8.0;elastic_net;bike
temp;3.0;elastic_net;bike
atemp;4.0;elastic_net;bike
hum;2.0;elastic_net;bike
windspeed;7.0;elastic_net;bike
